qid,country,wave,q101CLEAN,q102CLEAN,q709CLEAN,a1,rID
150279,Palestine,4,good,NA,oppose,West Bank,3949
150280,Palestine,4,bad,almost the same as the current situation,oppose,Gaza,3950
150281,Palestine,4,bad,somewhat worse,oppose,Gaza,3951
150282,Palestine,4,bad,much worse,oppose,West Bank,3952
150283,Palestine,4,very bad,much worse,oppose,West Bank,3953
150284,Palestine,4,good,much better,oppose,West Bank,3954
150285,Palestine,4,good,somewhat worse,oppose,West Bank,3955
150286,Palestine,4,bad,much worse,oppose,West Bank,3956
150287,Palestine,4,good,almost the same as the current situation,oppose,West Bank,3957
150288,Palestine,4,good,somewhat better,oppose,West Bank,3958
150289,Palestine,4,bad,somewhat worse,oppose,West Bank,3959
150290,Palestine,4,good,much worse,oppose,West Bank,3960
150291,Palestine,4,very bad,much worse,oppose,West Bank,3961
150292,Palestine,4,bad,somewhat worse,oppose,West Bank,3962
150293,Palestine,4,bad,somewhat worse,oppose,West Bank,3963
150294,Palestine,4,bad,almost the same as the current situation,oppose,West Bank,3964
150295,Palestine,4,very good,somewhat worse,oppose,West Bank,3965
150296,Palestine,4,bad,much worse,oppose,West Bank,3966
150297,Palestine,4,good,almost the same as the current situation,oppose,West Bank,3967
150298,Palestine,4,very bad,somewhat worse,oppose,Gaza,3968
150299,Palestine,4,bad,almost the same as the current situation,oppose,Gaza,3969
150300,Palestine,4,bad,somewhat worse,oppose,Gaza,3970
150301,Palestine,4,bad,much worse,oppose,Gaza,3971
150302,Palestine,4,bad,somewhat worse,oppose,Gaza,3972
150303,Palestine,4,good,almost the same as the current situation,oppose,Gaza,3973
150304,Palestine,4,bad,almost the same as the current situation,oppose,Gaza,3974
150305,Palestine,4,bad,somewhat better,oppose,West Bank,3975
150306,Palestine,4,good,much better,oppose,West Bank,3976
150307,Palestine,4,bad,almost the same as the current situation,oppose,Gaza,3977
150308,Palestine,4,very bad,NA,oppose,West Bank,3978
150309,Palestine,4,bad,much worse,oppose,Gaza,3979
150310,Palestine,4,bad,much worse,oppose,Gaza,3980
150311,Palestine,4,bad,somewhat better,oppose,Gaza,3981
150312,Palestine,4,very bad,much worse,oppose,Gaza,3982
150313,Palestine,4,good,somewhat better,oppose,Gaza,3983
150314,Palestine,4,very bad,much worse,oppose,Gaza,3984
150315,Palestine,4,very bad,much worse,oppose,Gaza,3985
150316,Palestine,4,very bad,much worse,oppose,Gaza,3986
150317,Palestine,4,good,somewhat better,oppose,Gaza,3987
150318,Palestine,4,good,somewhat better,oppose,West Bank,3988
150319,Palestine,4,good,somewhat better,oppose,West Bank,3989
150320,Palestine,4,very good,somewhat better,oppose,West Bank,3990
150321,Palestine,4,very bad,much worse,oppose,Gaza,3991
150322,Palestine,4,very bad,much worse,oppose,Gaza,3992
150323,Palestine,4,bad,somewhat better,oppose,Gaza,3993
150324,Palestine,4,good,somewhat better,oppose,Gaza,3994
150325,Palestine,4,bad,almost the same as the current situation,oppose,Gaza,3995
150326,Palestine,4,very bad,almost the same as the current situation,oppose,Gaza,3996
150327,Palestine,4,bad,much worse,oppose,Gaza,3997
150328,Palestine,4,NA,NA,oppose,Gaza,3998
150329,Palestine,4,bad,somewhat better,oppose,Gaza,3999
150330,Palestine,4,bad,somewhat worse,oppose,Gaza,4000
150331,Palestine,4,very bad,somewhat worse,oppose,Gaza,4001
150332,Palestine,4,very bad,somewhat better,oppose,Gaza,4002
150333,Palestine,4,very bad,somewhat better,oppose,Gaza,4003
150334,Palestine,4,very bad,somewhat better,oppose,Gaza,4004
150335,Palestine,4,very bad,almost the same as the current situation,oppose,Gaza,4005
150336,Palestine,4,very bad,somewhat better,oppose,Gaza,4006
150337,Palestine,4,very bad,much worse,oppose,Gaza,4007
150338,Palestine,4,very bad,almost the same as the current situation,oppose,Gaza,4008
150339,Palestine,4,very bad,somewhat worse,oppose,Gaza,4009
150340,Palestine,4,very bad,somewhat worse,oppose,Gaza,4010
150341,Palestine,4,very bad,almost the same as the current situation,oppose,Gaza,4011
150342,Palestine,4,bad,much worse,oppose,Gaza,4012
150343,Palestine,4,good,almost the same as the current situation,oppose,Gaza,4013
150344,Palestine,4,good,somewhat better,oppose,Gaza,4014
150345,Palestine,4,very bad,much worse,oppose,Gaza,4015
150346,Palestine,4,bad,almost the same as the current situation,oppose,Gaza,4016
150347,Palestine,4,bad,almost the same as the current situation,oppose,Gaza,4017
150348,Palestine,4,very bad,somewhat better,oppose,Gaza,4018
150349,Palestine,4,bad,almost the same as the current situation,oppose,Gaza,4019
150350,Palestine,4,bad,almost the same as the current situation,oppose,Gaza,4020
150351,Palestine,4,bad,almost the same as the current situation,oppose,Gaza,4021
150352,Palestine,4,good,almost the same as the current situation,oppose,Gaza,4022
150353,Palestine,4,very bad,NA,oppose,Gaza,4023
150354,Palestine,4,very bad,almost the same as the current situation,oppose,Gaza,4024
150355,Palestine,4,good,almost the same as the current situation,oppose,Gaza,4025
150356,Palestine,4,bad,much worse,oppose,Gaza,4026
150357,Palestine,4,good,almost the same as the current situation,oppose,Gaza,4027
150358,Palestine,4,bad,much better,oppose,Gaza,4028
150359,Palestine,4,bad,much better,oppose,Gaza,4029
150360,Palestine,4,very bad,NA,oppose,Gaza,4030
150361,Palestine,4,very bad,almost the same as the current situation,oppose,Gaza,4031
150362,Palestine,4,good,somewhat better,oppose,Gaza,4032
150363,Palestine,4,bad,somewhat better,oppose,Gaza,4033
150364,Palestine,4,bad,somewhat better,oppose,Gaza,4034
150365,Palestine,4,very bad,much worse,oppose,Gaza,4035
150366,Palestine,4,very bad,almost the same as the current situation,oppose,Gaza,4036
150367,Palestine,4,bad,almost the same as the current situation,oppose,Gaza,4037
150368,Palestine,4,bad,almost the same as the current situation,oppose,Gaza,4038
150369,Palestine,4,bad,almost the same as the current situation,oppose,Gaza,4039
150370,Palestine,4,good,NA,oppose,Gaza,4040
150371,Palestine,4,bad,somewhat better,oppose,Gaza,4041
150372,Palestine,4,bad,much worse,oppose,Gaza,4042
150373,Palestine,4,bad,almost the same as the current situation,oppose,Gaza,4043
150374,Palestine,4,very bad,almost the same as the current situation,oppose,Gaza,4044
150375,Palestine,4,good,almost the same as the current situation,oppose,Gaza,4045
150376,Palestine,4,bad,somewhat better,oppose,West Bank,4046
150377,Palestine,4,very bad,much worse,oppose,Gaza,4047
150378,Palestine,4,bad,somewhat worse,oppose,Gaza,4048
150379,Palestine,4,very bad,much worse,oppose,Gaza,4049
150380,Palestine,4,bad,almost the same as the current situation,oppose,Gaza,4050
150381,Palestine,4,very bad,much worse,oppose,Gaza,4051
150382,Palestine,4,good,somewhat better,oppose,Gaza,4052
150383,Palestine,4,good,somewhat better,oppose,Gaza,4053
150384,Palestine,4,good,almost the same as the current situation,oppose,Gaza,4054
150385,Palestine,4,bad,almost the same as the current situation,oppose,Gaza,4055
150386,Palestine,4,very bad,much worse,oppose,Gaza,4056
150387,Palestine,4,very bad,somewhat worse,oppose,Gaza,4057
150388,Palestine,4,very bad,almost the same as the current situation,oppose,Gaza,4058
150389,Palestine,4,bad,almost the same as the current situation,oppose,Gaza,4059
150390,Palestine,4,bad,somewhat better,oppose,Gaza,4060
150391,Palestine,4,very bad,almost the same as the current situation,oppose,Gaza,4061
150392,Palestine,4,good,much better,oppose,Gaza,4062
150393,Palestine,4,bad,almost the same as the current situation,oppose,West Bank,4063
150394,Palestine,4,good,almost the same as the current situation,oppose,West Bank,4064
150395,Palestine,4,bad,somewhat better,oppose,Gaza,4065
150396,Palestine,4,bad,almost the same as the current situation,oppose,West Bank,4066
150397,Palestine,4,very bad,much worse,oppose,West Bank,4067
150398,Palestine,4,very bad,somewhat worse,oppose,West Bank,4068
150399,Palestine,4,good,somewhat better,oppose,West Bank,4069
150400,Palestine,4,very bad,NA,oppose,West Bank,4070
150401,Palestine,4,good,somewhat worse,oppose,West Bank,4071
150402,Palestine,4,good,somewhat better,oppose,West Bank,4072
150403,Palestine,4,very bad,somewhat worse,oppose,West Bank,4073
150404,Palestine,4,bad,somewhat better,oppose,West Bank,4074
150405,Palestine,4,very bad,almost the same as the current situation,oppose,West Bank,4075
150406,Palestine,4,good,somewhat worse,oppose,West Bank,4076
150407,Palestine,4,very good,somewhat better,oppose,Gaza,4077
150408,Palestine,4,very bad,much worse,oppose,Gaza,4078
150409,Palestine,4,very bad,somewhat worse,oppose,Gaza,4079
150410,Palestine,4,bad,somewhat worse,oppose,Gaza,4080
150411,Palestine,4,bad,NA,oppose,Gaza,4081
150412,Palestine,4,bad,much worse,oppose,Gaza,4082
150413,Palestine,4,very bad,somewhat worse,oppose,Gaza,4083
150414,Palestine,4,very bad,almost the same as the current situation,oppose,Gaza,4084
150415,Palestine,4,bad,almost the same as the current situation,oppose,Gaza,4085
150416,Palestine,4,bad,somewhat better,oppose,Gaza,4086
150417,Palestine,4,very bad,NA,oppose,Gaza,4087
150418,Palestine,4,very bad,somewhat better,oppose,Gaza,4088
150419,Palestine,4,very bad,much worse,oppose,Gaza,4089
150420,Palestine,4,very bad,almost the same as the current situation,oppose,Gaza,4090
150421,Palestine,4,very bad,much worse,oppose,Gaza,4091
150422,Palestine,4,good,somewhat better,oppose,Gaza,4092
150423,Palestine,4,bad,somewhat better,oppose,Gaza,4093
150424,Palestine,4,very bad,almost the same as the current situation,oppose,Gaza,4094
150425,Palestine,4,bad,somewhat worse,oppose,Gaza,4095
150426,Palestine,4,very bad,much better,oppose,West Bank,4096
150427,Palestine,4,very bad,NA,oppose,West Bank,4097
150428,Palestine,4,bad,much worse,oppose,West Bank,4098
150429,Palestine,4,very bad,somewhat better,oppose,West Bank,4099
150430,Palestine,4,bad,much worse,oppose,West Bank,4100
150431,Palestine,4,bad,somewhat worse,oppose,West Bank,4101
150432,Palestine,4,bad,NA,oppose,West Bank,4102
150433,Palestine,4,good,somewhat better,oppose,West Bank,4103
150434,Palestine,4,bad,somewhat worse,oppose,West Bank,4104
150435,Palestine,4,bad,much worse,oppose,West Bank,4105
150436,Palestine,4,bad,almost the same as the current situation,oppose,West Bank,4106
150437,Palestine,4,very bad,somewhat better,oppose,West Bank,4107
150438,Palestine,4,bad,NA,oppose,West Bank,4108
150439,Palestine,4,good,somewhat better,oppose,Gaza,4109
150440,Palestine,4,bad,almost the same as the current situation,oppose,Gaza,4110
150441,Palestine,4,bad,much better,oppose,Gaza,4111
150442,Palestine,4,good,somewhat worse,oppose,West Bank,4112
150443,Palestine,4,very bad,much worse,oppose,West Bank,4113
150444,Palestine,4,bad,somewhat better,oppose,West Bank,4114
150445,Palestine,4,good,somewhat better,oppose,West Bank,4115
150446,Palestine,4,bad,almost the same as the current situation,oppose,West Bank,4116
150447,Palestine,4,bad,somewhat better,oppose,West Bank,4117
150448,Palestine,4,bad,almost the same as the current situation,oppose,West Bank,4118
150449,Palestine,4,bad,much better,oppose,West Bank,4119
150450,Palestine,4,very bad,NA,oppose,West Bank,4120
150451,Palestine,4,good,NA,oppose,West Bank,4121
150452,Palestine,4,good,NA,oppose,West Bank,4122
150453,Palestine,4,bad,almost the same as the current situation,oppose,West Bank,4123
150454,Palestine,4,very bad,much worse,oppose,West Bank,4124
150455,Palestine,4,good,somewhat better,oppose,West Bank,4125
150456,Palestine,4,bad,somewhat better,oppose,West Bank,4126
150457,Palestine,4,very bad,much worse,oppose,West Bank,4127
150458,Palestine,4,bad,NA,oppose,West Bank,4128
150459,Palestine,4,good,NA,oppose,West Bank,4129
150460,Palestine,4,bad,somewhat worse,oppose,West Bank,4130
150461,Palestine,4,good,somewhat better,oppose,West Bank,4131
150462,Palestine,4,good,much worse,oppose,West Bank,4132
150463,Palestine,4,bad,somewhat worse,oppose,West Bank,4133
150464,Palestine,4,very good,much worse,oppose,West Bank,4134
150465,Palestine,4,bad,much better,oppose,West Bank,4135
150466,Palestine,4,good,somewhat worse,oppose,West Bank,4136
150467,Palestine,4,bad,NA,oppose,West Bank,4137
150468,Palestine,4,good,much worse,oppose,West Bank,4138
150469,Palestine,4,good,somewhat worse,oppose,West Bank,4139
150470,Palestine,4,bad,somewhat better,oppose,West Bank,4140
150471,Palestine,4,bad,NA,oppose,West Bank,4141
150472,Palestine,4,bad,much worse,oppose,West Bank,4142
150473,Palestine,4,bad,somewhat worse,oppose,West Bank,4143
150474,Palestine,4,good,somewhat better,oppose,West Bank,4144
150475,Palestine,4,good,somewhat better,oppose,West Bank,4145
150476,Palestine,4,bad,almost the same as the current situation,oppose,West Bank,4146
150477,Palestine,4,good,almost the same as the current situation,oppose,West Bank,4147
150478,Palestine,4,very good,somewhat better,oppose,West Bank,4148
150479,Palestine,4,bad,NA,oppose,West Bank,4149
150480,Palestine,4,bad,somewhat worse,oppose,West Bank,4150
150481,Palestine,4,bad,somewhat worse,oppose,West Bank,4151
150482,Palestine,4,good,somewhat worse,oppose,West Bank,4152
150483,Palestine,4,bad,much worse,oppose,West Bank,4153
150484,Palestine,4,good,somewhat better,oppose,West Bank,4154
150485,Palestine,4,bad,somewhat worse,oppose,West Bank,4155
150486,Palestine,4,very bad,NA,oppose,West Bank,4156
150487,Palestine,4,bad,almost the same as the current situation,oppose,West Bank,4157
150488,Palestine,4,bad,much worse,oppose,West Bank,4158
150489,Palestine,4,good,somewhat better,oppose,West Bank,4159
150490,Palestine,4,bad,somewhat better,oppose,West Bank,4160
150491,Palestine,4,bad,almost the same as the current situation,oppose,West Bank,4161
150492,Palestine,4,bad,somewhat better,oppose,West Bank,4162
150493,Palestine,4,very bad,almost the same as the current situation,oppose,West Bank,4163
150494,Palestine,4,good,almost the same as the current situation,oppose,West Bank,4164
150495,Palestine,4,good,almost the same as the current situation,oppose,West Bank,4165
150496,Palestine,4,very bad,much worse,oppose,West Bank,4166
150497,Palestine,4,good,somewhat better,oppose,West Bank,4167
150498,Palestine,4,bad,much worse,oppose,West Bank,4168
150499,Palestine,4,very bad,almost the same as the current situation,oppose,West Bank,4169
150500,Palestine,4,bad,almost the same as the current situation,oppose,West Bank,4170
150501,Palestine,4,bad,much better,oppose,West Bank,4171
150502,Palestine,4,bad,somewhat better,oppose,West Bank,4172
150503,Palestine,4,bad,almost the same as the current situation,oppose,West Bank,4173
150504,Palestine,4,bad,much worse,oppose,West Bank,4174
150505,Palestine,4,bad,somewhat better,oppose,West Bank,4175
150506,Palestine,4,bad,somewhat worse,oppose,West Bank,4176
150507,Palestine,4,very bad,much worse,oppose,West Bank,4177
150508,Palestine,4,bad,almost the same as the current situation,oppose,West Bank,4178
150509,Palestine,4,good,much worse,oppose,West Bank,4179
150510,Palestine,4,bad,much worse,oppose,West Bank,4180
150511,Palestine,4,good,somewhat better,oppose,West Bank,4181
150512,Palestine,4,bad,much worse,oppose,West Bank,4182
150513,Palestine,4,bad,almost the same as the current situation,oppose,West Bank,4183
150514,Palestine,4,bad,almost the same as the current situation,oppose,West Bank,4184
150515,Palestine,4,bad,almost the same as the current situation,oppose,West Bank,4185
150516,Palestine,4,very bad,somewhat better,oppose,West Bank,4186
150517,Palestine,4,very bad,much worse,oppose,West Bank,4187
150518,Palestine,4,bad,somewhat worse,oppose,West Bank,4188
150519,Palestine,4,bad,much worse,oppose,West Bank,4189
150520,Palestine,4,good,somewhat better,oppose,West Bank,4190
150521,Palestine,4,bad,almost the same as the current situation,oppose,West Bank,4191
150522,Palestine,4,good,almost the same as the current situation,oppose,West Bank,4192
150523,Palestine,4,very bad,somewhat better,oppose,West Bank,4193
150524,Palestine,4,bad,almost the same as the current situation,oppose,West Bank,4194
150525,Palestine,4,good,almost the same as the current situation,oppose,West Bank,4195
150526,Palestine,4,good,somewhat better,oppose,West Bank,4196
150527,Palestine,4,very bad,much worse,oppose,Gaza,4197
150528,Palestine,4,good,somewhat worse,oppose,Gaza,4198
150529,Palestine,4,good,almost the same as the current situation,oppose,Gaza,4199
150530,Palestine,4,bad,somewhat better,oppose,Gaza,4200
150531,Palestine,4,very bad,much worse,oppose,Gaza,4201
150532,Palestine,4,bad,almost the same as the current situation,oppose,Gaza,4202
150533,Palestine,4,very bad,NA,oppose,Gaza,4203
150534,Palestine,4,very bad,somewhat worse,oppose,Gaza,4204
150535,Palestine,4,very bad,almost the same as the current situation,oppose,Gaza,4205
150536,Palestine,4,very bad,much worse,oppose,Gaza,4206
150537,Palestine,4,very bad,much worse,oppose,Gaza,4207
150538,Palestine,4,very bad,much worse,oppose,Gaza,4208
150539,Palestine,4,bad,almost the same as the current situation,oppose,Gaza,4209
150540,Palestine,4,bad,almost the same as the current situation,oppose,Gaza,4210
150541,Palestine,4,very bad,much worse,oppose,Gaza,4211
150542,Palestine,4,bad,almost the same as the current situation,oppose,Gaza,4212
150543,Palestine,4,very bad,much worse,oppose,Gaza,4213
150544,Palestine,4,bad,somewhat better,oppose,Gaza,4214
150545,Palestine,4,very bad,much worse,oppose,Gaza,4215
150546,Palestine,4,very bad,somewhat worse,oppose,West Bank,4216
150547,Palestine,4,good,almost the same as the current situation,oppose,West Bank,4217
150548,Palestine,4,good,much worse,oppose,West Bank,4218
150549,Palestine,4,very bad,much worse,oppose,West Bank,4219
150550,Palestine,4,good,almost the same as the current situation,oppose,West Bank,4220
150551,Palestine,4,bad,much worse,oppose,West Bank,4221
150552,Palestine,4,very bad,almost the same as the current situation,accept,West Bank,4222
150553,Palestine,4,good,somewhat better,accept,West Bank,4223
150554,Palestine,4,very bad,somewhat better,accept,West Bank,4224
150555,Palestine,4,good,almost the same as the current situation,accept,West Bank,4225
150556,Palestine,4,bad,much worse,NA,West Bank,4226
150557,Palestine,4,very bad,much worse,accept,Gaza,4227
150558,Palestine,4,very bad,much worse,accept,Gaza,4228
150559,Palestine,4,very bad,almost the same as the current situation,oppose,West Bank,4229
150560,Palestine,4,bad,NA,oppose,West Bank,4230
150561,Palestine,4,good,somewhat better,accept,West Bank,4231
150562,Palestine,4,very bad,much worse,accept,West Bank,4232
150563,Palestine,4,very bad,much worse,accept,Gaza,4233
150564,Palestine,4,good,somewhat better,accept,West Bank,4234
150565,Palestine,4,bad,somewhat better,accept,West Bank,4235
150566,Palestine,4,very bad,much better,accept,Gaza,4236
150567,Palestine,4,very bad,somewhat worse,accept,West Bank,4237
150568,Palestine,4,bad,somewhat better,accept,West Bank,4238
150569,Palestine,4,good,almost the same as the current situation,accept,West Bank,4239
150570,Palestine,4,good,somewhat better,accept,West Bank,4240
150571,Palestine,4,good,somewhat better,NA,West Bank,4241
150572,Palestine,4,bad,somewhat worse,accept,Gaza,4242
150573,Palestine,4,bad,somewhat better,accept,Gaza,4243
150574,Palestine,4,good,somewhat worse,accept,West Bank,4244
150575,Palestine,4,good,NA,accept,Gaza,4245
150576,Palestine,4,bad,almost the same as the current situation,accept,West Bank,4246
150577,Palestine,4,very bad,NA,accept,West Bank,4247
150578,Palestine,4,very bad,somewhat better,accept,West Bank,4248
150579,Palestine,4,bad,almost the same as the current situation,oppose,West Bank,4249
150580,Palestine,4,good,somewhat worse,accept,West Bank,4250
150581,Palestine,4,very good,almost the same as the current situation,oppose,West Bank,4251
150582,Palestine,4,very good,somewhat better,accept,West Bank,4252
150583,Palestine,4,bad,much worse,accept,West Bank,4253
150584,Palestine,4,very bad,somewhat better,accept,West Bank,4254
150585,Palestine,4,very bad,NA,accept,West Bank,4255
150586,Palestine,4,very bad,much worse,accept,Gaza,4256
150587,Palestine,4,bad,much worse,NA,West Bank,4257
150588,Palestine,4,good,somewhat worse,accept,West Bank,4258
150589,Palestine,4,very bad,somewhat better,oppose,West Bank,4259
150590,Palestine,4,good,almost the same as the current situation,accept,Gaza,4260
150591,Palestine,4,good,almost the same as the current situation,accept,Gaza,4261
150592,Palestine,4,good,almost the same as the current situation,NA,West Bank,4262
150593,Palestine,4,very bad,much worse,accept,Gaza,4263
150594,Palestine,4,very bad,much worse,accept,Gaza,4264
150595,Palestine,4,very bad,somewhat worse,accept,Gaza,4265
150596,Palestine,4,very bad,much worse,accept,Gaza,4266
150597,Palestine,4,good,somewhat worse,accept,West Bank,4267
150598,Palestine,4,very bad,much worse,accept,West Bank,4268
150599,Palestine,4,bad,NA,accept,West Bank,4269
150600,Palestine,4,very bad,much worse,accept,Gaza,4270
150601,Palestine,4,very bad,much worse,accept,Gaza,4271
150602,Palestine,4,bad,much worse,accept,Gaza,4272
150603,Palestine,4,bad,somewhat worse,accept,Gaza,4273
150604,Palestine,4,very good,almost the same as the current situation,accept,Gaza,4274
150605,Palestine,4,good,somewhat better,accept,Gaza,4275
150606,Palestine,4,very bad,somewhat better,accept,Gaza,4276
150607,Palestine,4,bad,almost the same as the current situation,accept,Gaza,4277
150608,Palestine,4,good,somewhat better,accept,Gaza,4278
150609,Palestine,4,bad,somewhat worse,accept,West Bank,4279
150610,Palestine,4,good,somewhat better,accept,Gaza,4280
150611,Palestine,4,bad,somewhat better,accept,Gaza,4281
150612,Palestine,4,bad,somewhat worse,accept,Gaza,4282
150613,Palestine,4,good,almost the same as the current situation,accept,Gaza,4283
150614,Palestine,4,very bad,much worse,accept,Gaza,4284
150615,Palestine,4,very bad,somewhat worse,accept,Gaza,4285
150616,Palestine,4,good,almost the same as the current situation,NA,West Bank,4286
150617,Palestine,4,bad,much worse,accept,West Bank,4287
150618,Palestine,4,very bad,almost the same as the current situation,NA,West Bank,4288
150619,Palestine,4,very bad,NA,oppose,West Bank,4289
150620,Palestine,4,very bad,somewhat worse,accept,West Bank,4290
150621,Palestine,4,bad,much better,accept,Gaza,4291
150622,Palestine,4,very bad,somewhat worse,oppose,West Bank,4292
150623,Palestine,4,very bad,somewhat better,accept,Gaza,4293
150624,Palestine,4,bad,almost the same as the current situation,accept,Gaza,4294
150625,Palestine,4,good,much worse,accept,Gaza,4295
150626,Palestine,4,bad,almost the same as the current situation,accept,Gaza,4296
150627,Palestine,4,bad,somewhat worse,accept,Gaza,4297
150628,Palestine,4,very bad,much worse,accept,Gaza,4298
150629,Palestine,4,bad,NA,accept,Gaza,4299
150630,Palestine,4,very bad,almost the same as the current situation,accept,Gaza,4300
150631,Palestine,4,very bad,almost the same as the current situation,accept,Gaza,4301
150632,Palestine,4,very bad,somewhat better,accept,Gaza,4302
150633,Palestine,4,very bad,somewhat better,accept,Gaza,4303
150634,Palestine,4,bad,almost the same as the current situation,accept,Gaza,4304
150635,Palestine,4,very bad,much worse,accept,Gaza,4305
150636,Palestine,4,very bad,much worse,accept,West Bank,4306
150637,Palestine,4,very bad,NA,accept,Gaza,4307
150638,Palestine,4,very bad,much worse,accept,Gaza,4308
150639,Palestine,4,very bad,almost the same as the current situation,accept,West Bank,4309
150640,Palestine,4,very bad,almost the same as the current situation,NA,West Bank,4310
150641,Palestine,4,good,much worse,oppose,West Bank,4311
150642,Palestine,4,very bad,almost the same as the current situation,accept,West Bank,4312
150643,Palestine,4,good,somewhat worse,accept,West Bank,4313
150644,Palestine,4,bad,almost the same as the current situation,accept,West Bank,4314
150645,Palestine,4,very good,NA,accept,West Bank,4315
150646,Palestine,4,good,NA,accept,West Bank,4316
150647,Palestine,4,good,somewhat worse,oppose,West Bank,4317
150648,Palestine,4,very bad,somewhat better,NA,West Bank,4318
150649,Palestine,4,bad,NA,accept,West Bank,4319
150650,Palestine,4,good,somewhat better,accept,West Bank,4320
150651,Palestine,4,very bad,almost the same as the current situation,accept,West Bank,4321
150652,Palestine,4,bad,somewhat worse,accept,West Bank,4322
150653,Palestine,4,bad,much worse,accept,West Bank,4323
150654,Palestine,4,bad,NA,accept,West Bank,4324
150655,Palestine,4,bad,somewhat better,accept,West Bank,4325
150656,Palestine,4,bad,almost the same as the current situation,accept,West Bank,4326
150657,Palestine,4,good,much worse,accept,West Bank,4327
150658,Palestine,4,good,somewhat better,accept,West Bank,4328
150659,Palestine,4,very bad,much worse,accept,Gaza,4329
150660,Palestine,4,very bad,much worse,accept,West Bank,4330
150661,Palestine,4,good,somewhat worse,accept,West Bank,4331
150662,Palestine,4,very bad,much worse,accept,West Bank,4332
150663,Palestine,4,very bad,somewhat better,accept,West Bank,4333
150664,Palestine,4,very bad,somewhat worse,accept,West Bank,4334
150665,Palestine,4,very bad,somewhat better,oppose,West Bank,4335
150666,Palestine,4,good,much worse,accept,West Bank,4336
150667,Palestine,4,bad,NA,accept,West Bank,4337
150668,Palestine,4,good,much worse,accept,West Bank,4338
150669,Palestine,4,very good,much better,accept,Gaza,4339
150670,Palestine,4,bad,much worse,accept,Gaza,4340
150671,Palestine,4,very bad,somewhat worse,accept,West Bank,4341
150672,Palestine,4,very bad,somewhat worse,accept,West Bank,4342
150673,Palestine,4,bad,much worse,accept,West Bank,4343
150674,Palestine,4,very bad,much worse,NA,West Bank,4344
150675,Palestine,4,very bad,much worse,accept,Gaza,4345
150676,Palestine,4,bad,almost the same as the current situation,accept,West Bank,4346
150677,Palestine,4,bad,somewhat worse,accept,West Bank,4347
150678,Palestine,4,bad,NA,accept,West Bank,4348
150679,Palestine,4,bad,almost the same as the current situation,accept,Gaza,4349
150680,Palestine,4,bad,almost the same as the current situation,accept,Gaza,4350
150681,Palestine,4,good,somewhat better,accept,West Bank,4351
150682,Palestine,4,very good,almost the same as the current situation,accept,West Bank,4352
150683,Palestine,4,very bad,almost the same as the current situation,accept,Gaza,4353
150684,Palestine,4,bad,much worse,accept,West Bank,4354
150685,Palestine,4,good,almost the same as the current situation,accept,West Bank,4355
150686,Palestine,4,very bad,almost the same as the current situation,accept,West Bank,4356
150687,Palestine,4,very bad,almost the same as the current situation,accept,Gaza,4357
150688,Palestine,4,bad,somewhat better,accept,Gaza,4358
150689,Palestine,4,bad,almost the same as the current situation,accept,Gaza,4359
150690,Palestine,4,bad,much worse,accept,Gaza,4360
150691,Palestine,4,very bad,almost the same as the current situation,accept,Gaza,4361
150692,Palestine,4,very bad,almost the same as the current situation,accept,West Bank,4362
150693,Palestine,4,bad,somewhat better,accept,Gaza,4363
150694,Palestine,4,very good,almost the same as the current situation,accept,Gaza,4364
150695,Palestine,4,bad,almost the same as the current situation,accept,Gaza,4365
150696,Palestine,4,bad,NA,accept,West Bank,4366
150697,Palestine,4,very bad,somewhat worse,oppose,West Bank,4367
150698,Palestine,4,very bad,somewhat better,accept,Gaza,4368
150699,Palestine,4,very bad,somewhat worse,oppose,West Bank,4369
150700,Palestine,4,good,almost the same as the current situation,accept,Gaza,4370
150701,Palestine,4,good,somewhat better,accept,Gaza,4371
150702,Palestine,4,very bad,almost the same as the current situation,NA,Gaza,4372
150703,Palestine,4,good,almost the same as the current situation,accept,Gaza,4373
150704,Palestine,4,very good,somewhat worse,accept,West Bank,4374
150705,Palestine,4,very bad,somewhat better,accept,West Bank,4375
150706,Palestine,4,bad,almost the same as the current situation,accept,Gaza,4376
150707,Palestine,4,very bad,almost the same as the current situation,accept,Gaza,4377
150708,Palestine,4,bad,NA,accept,West Bank,4378
150709,Palestine,4,very good,somewhat worse,accept,West Bank,4379
150710,Palestine,4,very bad,NA,accept,West Bank,4380
150711,Palestine,4,good,somewhat worse,accept,West Bank,4381
150712,Palestine,4,bad,almost the same as the current situation,accept,Gaza,4382
150713,Palestine,4,very bad,NA,accept,Gaza,4383
150714,Palestine,4,very bad,almost the same as the current situation,accept,Gaza,4384
150715,Palestine,4,good,almost the same as the current situation,accept,West Bank,4385
150716,Palestine,4,bad,almost the same as the current situation,accept,West Bank,4386
150717,Palestine,4,good,somewhat better,accept,West Bank,4387
150718,Palestine,4,bad,NA,accept,Gaza,4388
150719,Palestine,4,bad,somewhat worse,NA,West Bank,4389
150720,Palestine,4,very bad,somewhat worse,accept,West Bank,4390
150721,Palestine,4,good,almost the same as the current situation,accept,Gaza,4391
150722,Palestine,4,very bad,almost the same as the current situation,accept,Gaza,4392
150723,Palestine,4,bad,somewhat better,accept,West Bank,4393
150724,Palestine,4,good,somewhat worse,accept,West Bank,4394
150725,Palestine,4,good,NA,accept,West Bank,4395
